accuracy
0.17687074829931973
0.5129251699328693
0.7931972786682804
0.8897959186376628
0.9197278911564626
0.9362811794086379
0.944671201814059
0.9553287981859411
0.963718820861678
0.9659863945578231
0.967346939045826
0.9689342401195276
0.9687074832635131
0.9698412701115857
0.9739229027646469
0.9798185941043084
0.9725623585469598
0.9761904761904762
0.9773242633088646
0.9811791383219954
0.9841269841269841
0.9820861678004535
0.9811791383219954
0.9829931972789115
0.9825396825396825
0.980498866213152
0.9857142859846015
0.982766439909297
0.9823129251700681
0.982766439909297
0.9836734696580709
0.98140589569161
0.9843537414965986
0.9841269841269841
0.9852607709750567
0.9843537414965986
0.9825396825396825
0.9852607709750567
0.9843537414965986
0.9836734693877551
